families	query_name	accession	e_value	score	bias	e_value_dom	score_dom	bias_dom	exp	reg	clu	ov	env	dom	rep	inc	description
GCF_000210495.1_ASM21049v1_genomic_CDS_0065	GTP_EFTU	PF00009.30	2.2e-54	179.9	0.0	3.7e-54	179.2	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0095	GTP_EFTU	PF00009.30	7.8e-33	109.6	0.9	3.1e-31	104.4	0.9	2.5	1	1	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0717	GTP_EFTU	PF00009.30	8.5e-23	76.8	0.4	5.4e-11	38.3	0.1	4.7	2	2	0	2	2	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0326	GTP_EFTU_D2	PF03144.28	8.3e-18	60.5	5.0	2.1e-17	59.3	5.0	1.7	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0450	GTP_EFTU_D2	PF03144.28	1.4e-17	59.8	0.6	4.7e-17	58.1	0.1	2.3	2	0	0	2	2	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0065	GTP_EFTU_D2	PF03144.28	7E-11	38.3	0.8	1.8e-10	37.0	0.8	1.8	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0095	GTP_EFTU_D2	PF03144.28	2.1e-10	36.8	2.4	6.7e-08	28.8	0.2	3.3	3	1	0	3	3	0	0	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0326	GTP_EFTU_D3	PF03143.20	3.1e-39	129.5	2.1	3.3e-39	129.5	0.1	2.0	2	0	0	2	2	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0031	Guanylate_kin	PF00625.24	1.6e-44	147.7	0.0	1.9e-44	147.5	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0803	GYF_2	PF14237.9	1.4e-09	33.5	0.0	1.8e-08	30.0	0.0	2.1	1	1	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0743	HAD	PF12710.10	1.6e-07	27.9	0.0	2.7e-06	23.9	0.0	2.7	2	1	1	3	3	0	0	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0473	HAD_2	PF13419.9	1.1e-20	70.4	0.0	1.3e-20	70.1	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0619	Haem_oxygenas_2	PF14518.9	9.2e-28	93.2	0.6	1.1e-27	92.9	0.6	1.1	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0616	Ham1p_like	PF01725.19	8.9e-48	158.6	0.0	1E-47	158.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0728	HAMP	PF00672.28	5.2e-07	25.9	0.0	0,000001	25.0	0.0	1.5	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0189	HATPase_c	PF02518.29	6.1e-20	67.8	0.0	1.4e-19	66.6	0.0	1.7	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0481	HATPase_c	PF02518.29	6.5e-16	54.8	0.0	1.4e-15	53.7	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0677	HATPase_c	PF02518.29	4.2e-13	45.8	0.1	1.1e-12	44.4	0.1	1.8	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0584	HATPase_c	PF02518.29	4.4e-08	29.6	0.0	1.7e-07	27.7	0.0	1.9	2	0	0	2	2	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0553	HATPase_c_2	PF13581.9	6.4e-21	70.5	0.0	7.3e-21	70.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0584	HATPase_c_3	PF13589.9	4.8e-13	45.2	0.0	9.5e-13	44.2	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0760	Hc1	PF07432.16	4.9e-21	70.4	6.8	4.9e-21	70.4	6.8	2.1	2	0	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0178	HC2	PF07382.14	4E-53	176.3 110.0	4.2e-52	173.0 110.0	2.0	1	1	0	1	1	1	1	-		
GCF_000210495.1_ASM21049v1_genomic_CDS_0354	HEAT_2	PF13646.9	1.4e-23	79.0	3.4	9.4e-08	28.3	0.0	6.7	3	1	5	8	8	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0233	HEAT_2	PF13646.9	2.8e-08	30.0	3.1	0.0071	12.7	0.0	4.2	4	1	0	4	4	0	0	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0391	HEAT_2	PF13646.9	0,00000009	28.4	10.4	3.2e-07	26.6	0.6	4.2	4	2	1	5	5	0	0	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0722	Helicase_C	PF00271.34	1.3e-22	76.2	0.2	1.1e-20	69.9	0.0	3.3	3	0	0	3	3	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0606	Helicase_C	PF00271.34	5.3e-20	67.8	0.1	1.8e-19	66.1	0.1	2.0	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0762	Helicase_C	PF00271.34	2.6e-19	65.6	1.8	3.1e-17	58.9	0.1	2.9	3	0	0	3	3	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0566	Helicase_C	PF00271.34	1.7e-16	56.5	0.0	5.2e-16	54.9	0.0	1.9	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0807	Helicase_C	PF00271.34	3.2e-11	39.5	0.3	1.5e-05	21.3	0.0	3.6	3	0	0	3	3	0	0	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0034	Helicase_RecD	PF05127.17	3.9e-08	29.3	0.1	1.4e-07	27.5	0.1	2.0	1	1	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0441	HEM4	PF02602.18	3.9e-14	48.4	0.0	5.5e-14	48.0	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0891	HemN_C	PF06969.19	1.6e-07	27.3	0.0	3.6e-07	26.1	0.0	1.6	1	0	0	1	1	0	0	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0541	Hexapep	PF00132.27	1.7e-32	106.0	13.2	7.2e-11	37.4	1.2	5.8	2	2	5	7	7	2	2	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0242	Hexapep	PF00132.27	7.2e-29	94.4	32.5	1.7e-09	33.1	0.6	6.5	5	1	2	7	7	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0642	Hexapep	PF00132.27	1.6e-12	42.6	10.0	2.2e-06	23.2	0.1	4.4	2	1	2	4	4	0	0	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0785	He_PIG	PF05345.15	7.1e-34	112.2	81.2	1.1e-09	34.7	6.7	7.4	6	1	1	7	7	4	4	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0585	HGTP_anticodon	PF03129.23	8.1e-21	70.0	1.0	2E-20	68.7	1.0	1.7	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0395	HGTP_anticodon	PF03129.23	3.6e-16	55.1	0.0	8.6e-16	53.9	0.0	1.7	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0552	HGTP_anticodon	PF03129.23	1.1e-07	27.9	0.0	3.3e-07	26.3	0.0	1.8	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0146	HHH	PF00633.26	1.8e-10	36.2	0.4	3.6e-09	32.1	0.1	3.0	3	0	0	3	3	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0710	HHH	PF00633.26	6.8e-09	31.2	0.0	1.1e-08	30.5	0.0	1.4	1	0	0	1	1	1	1	-
GCF_002776845.1_ASM277684v1_genomic_CDS_0106	HHH	PF00633.26	2.6e-08	29.4	0.3	0,00000006	28.2	0.0	1.8	2	0	0	2	2	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0518	HHH	PF00633.26	8.7e-07	24.6	1.7	0.00012	17.9	0.1	3.0	3	0	0	3	3	0	0	-
GCF_002776845.1_ASM277684v1_genomic_CDS_0106	HhH-GPD	PF00730.28	3.1e-23	78.2	0.0	5.6e-23	77.4	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0710	HhH-GPD	PF00730.28	4.4e-22	74.5	0.0	5.6e-22	74.2	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0146	HHH_2	PF12826.10	2.6e-22	74.7	0.2	1.6e-21	72.2	0.1	2.3	2	0	0	2	2	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0034	HHH_4	PF14490.9	1.1e-31	104.7	0.0	4.3e-26	86.7	0.0	2.9	2	1	1	3	3	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0146	HHH_5	PF14520.9	6.5e-19	64.2	0.6	5.9e-11	38.7	0.1	2.8	2	0	0	2	2	2	2	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0518	HHH_5	PF14520.9	3E-15	52.5	0.2	8.8e-15	51.0	0.1	1.8	2	0	0	2	2	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0806	HHH_5	PF14520.9	1.1e-07	28.3	1.7	8.6e-07	25.4	0.4	2.4	2	0	0	2	2	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0034	HHH_5	PF14520.9	1.5e-07	27.8	0.1	7.2e-06	22.4	0.0	3.3	3	0	0	3	3	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0558	HHH_6	PF14579.9	1.6e-28	94.8	0.0	6.3e-28	92.8	0.0	2.1	2	0	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	HI0933_like	PF03486.17	2.7e-08	28.8	5.1	1.7e-06	22.9	0.7	3.5	3	1	1	4	4	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0098	HI0933_like	PF03486.17	2.8e-07	25.5	0.1	0.022	9.3	0.0	3.4	4	0	0	4	4	0	0	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0481	HisKA	PF00512.28	1.7e-18	62.4	0.3	4E-18	61.2	0.3	1.6	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0742	His_Phos_1	PF00300.25	2.1e-35	118.1	0.0	3.4e-18	61.9	0.0	2.0	2	0	0	2	2	2	2	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0390	HIT	PF01230.26	4.1e-26	87.5	0.0	5.1e-26	87.3	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0626	HPPK	PF01288.23	7.5e-28	93.2	0.0	1.3e-27	92.5	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0400	HrcA	PF01628.24	4.9e-33	110.8	0.0	6.9e-33	110.3	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0036	HrpB1_HrpK	PF09613.13	1.2e-09	33.8	1.6	7.1e-09	31.3	0.4	2.0	2	0	0	2	2	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0317	HrpE	PF06188.15	1.6e-07	27.3	5.1	2.4e-07	26.8	5.1	1.3	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0086	HrpJ	PF07201.14	2.1e-22	76.1	0.3	1.2e-21	73.6	0.2	2.0	2	0	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0477	HSDR_N_2	PF13588.9	4.8e-17	57.9	0.0	6.7e-17	57.4	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0401	HSP70	PF00012.23	4.2e-259	856.6	10.5	4.9e-259	856.4	10.5	1.0	1	0	0	1	1	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0727	HSP70	PF00012.23	1.9e-12	42.1	0.6	2.7e-11	38.3	0.0	2.1	1	1	1	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0454	HTH_17	PF12728.10	2.3e-16	55.8	1.0	1.3e-07	27.7	0.0	2.2	2	0	0	2	2	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0294	HTH_17	PF12728.10	1.8e-07	27.3	0.1	8.4e-07	25.1	0.0	1.9	2	0	0	2	2	0	0	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0010	HTH_25	PF13413.9	6.5e-19	63.5	0.1	9.7e-19	62.9	0.1	1.3	1	0	0	1	1	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0784	HTH_OrfB_IS605	PF12323.11	4.6e-10	34.8	0.1	1.4e-09	33.3	0.1	1.8	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0702	HTH_ParB	PF17762.4	3.1e-14	48.4	4.7	8.8e-14	47.0	2.2	2.5	2	0	0	2	2	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0264	HU-HIG	PF18291.4	1.4e-11	40.5	0.0	1.7e-11	40.2	0.0	1.1	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0743	Hydrolase	PF00702.29	2E-36	122.2	0.0	3.5e-36	121.4	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0473	Hydrolase	PF00702.29	1.5e-12	44.2	0.0	2.2e-12	43.6	0.0	1.2	1	0	0	1	1	1	1	-
GCF_002777015.1_ASM277701v1_genomic_CDS_0105	Hydrolase_3	PF08282.15	3.4e-23	78.6	0.0	5.8e-23	77.9	0.0	1.3	1	1	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0743	Hydrolase_3	PF08282.15	5.5e-08	28.8	0.5	3.5e-06	22.9	0.8	2.2	1	1	0	2	2	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0214	Hydrolase_4	PF12146.11	1.1e-17	60.0	0.0	3.5e-12	42.0	0.0	2.1	2	0	0	2	2	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0426	Hydrolase_4	PF12146.11	2E-14	49.3	0.0	1.7e-09	33.2	0.0	2.1	2	0	0	2	2	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0769	IAT_beta	PF11924.11	5.1e-67	222.2	0.0	6.8e-67	221.8	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0095	IF-2	PF11987.11	1.1e-31	105.2	2.1	3.6e-31	103.5	2.1	2.0	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0095	IF2_N	PF04760.18	4.2e-09	32.0	0.0	1.2e-08	30.6	0.0	1.8	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0847	IF3_C	PF00707.25	3.6e-33	109.3	0.0	5.7e-33	108.7	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0847	IF3_N	PF05198.19	5.1e-32	106.0	0.1	1E-31	105.0	0.1	1.5	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0113	IncD	PF17628.5	9.7e-89	290.3	5.2	1.2e-88	290.1	5.2	1.0	1	0	0	1	1	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0393	IncE	PF17627.5	4.8e-86	281.5	9.1	5.4e-86	281.3	9.1	1.0	1	0	0	1	1	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0394	IncF	PF17626.5	9.9e-63	205.0	12.8	1.1e-62	204.9	12.8	1.0	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0800	Inositol_P	PF00459.28	2.2e-54	180.7	0.0	3E-54	180.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0935	Integrase_Zn	PF02022.22	3.6e-17	58.1	4.2	8.7e-17	56.8	2.1	2.3	2	0	0	2	2	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0935	IN_DBD_C	PF00552.24	1.4e-18	61.9	0.3	2.2e-18	61.3	0.3	1.3	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0873	IPPT	PF01715.20	1.4e-73	243.5	0.0	1.7e-73	243.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0873	IPT	PF01745.19	1.5e-06	23.7	0.0	5.5e-06	21.9	0.0	1.9	2	0	0	2	2	1	1	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0686	IspD	PF01128.22	8.2e-41	136.1	0.0	9.3e-41	135.9	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0247	IstB_IS21	PF01695.20	0,00000004	28.9	0.0	9.7e-08	27.7	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0112	IstB_IS21	PF01695.20	0,00000005	28.6	1.3	0.00063	15.2	0.0	2.7	3	0	0	3	3	0	0	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0274	IstB_IS21	PF01695.20	1.2e-06	24.2	0.0	2.4e-06	23.1	0.0	1.4	1	0	0	1	1	0	0	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0787	ketoacyl-synt	PF00109.29	1.9e-59	197.2	0.0	3.2e-59	196.4	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0787	Ketoacyl-synt_C	PF02801.25	2.7e-36	120.1	0.3	4.2e-36	119.5	0.3	1.3	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0859	KH_1	PF00013.32	9.4e-12	40.6	5.9	1.2e-11	40.3	4.7	1.9	2	0	0	2	2	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0672	KH_1	PF00013.32	4.2e-06	22.5	1.0	5.7e-06	22.1	0.7	1.5	1	1	0	1	1	1	1	-
GCF_003788895.1_sc110_genomic_CDS_0534	KH_2	PF07650.20	6.3e-19	63.6	1.0	1.2e-18	62.7	1.0	1.5	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0672	KH_4	PF13083.9	1.5e-22	75.3	1.3	1.6e-22	75.1	1.3	1.0	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0778	KH_4	PF13083.9	6.4e-20	66.8	0.7	9.6e-20	66.2	0.7	1.3	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0098	KH_5	PF13184.9	9.2e-28	92.2	1.1	2.6e-25	84.4	0.1	2.6	2	0	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0717	KH_dom-like	PF14714.9	2.5e-21	71.8	1.4	6.1e-21	70.5	1.1	1.8	2	0	0	2	2	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0521	KOW	PF00467.32	2.4e-08	29.6	2.4	4.6e-08	28.7	1.8	1.9	2	1	0	2	2	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0238	KR	PF08659.13	1.3e-21	73.2	0.5	1.7e-21	72.9	0.5	1.1	1	0	0	1	1	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0422	LAB_N	PF07578.14	4.7e-43	141.1	10.5	2.1e-22	75.0	3.7	2.5	2	0	0	2	2	2	2	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0385	Lactamase_B	PF00753.30	1.4e-18	63.5	0.0	1.8e-18	63.2	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0752	Lactamase_B	PF00753.30	1.7e-17	60.0	0.0	1.9e-17	59.9	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0349	Lactamase_B	PF00753.30	7.5e-11	38.3	1.8	2.3e-10	36.7	0.3	2.1	2	0	0	2	2	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0385	Lactamase_B_2	PF12706.10	7.3e-26	86.9	0.0	9.7e-26	86.5	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0752	Lactamase_B_2	PF12706.10	2.4e-20	68.9	0.0	3E-20	68.5	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0349	Lactamase_B_2	PF12706.10	2.9e-14	49.0	0.5	0,0000003	26.1	0.1	2.1	2	0	0	2	2	0	0	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0385	Ldh_1_C	PF02866.21	2E-27	92.2	0.0	3.3e-27	91.5	0.0	1.3	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0385	Ldh_1_N	PF00056.26	1.2e-31	105.6	0.0	1.6e-31	105.2	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0065	LepA_C	PF06421.15	6.3e-48	157.3	1.1	1.1e-47	156.5	1.1	1.4	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0502	LGT	PF01790.21	2E-55	183.6	10.6	2.4e-55	183.3	10.6	1.0	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0567	LIAS_N	PF16881.8	1.4e-09	34.3	0.1	0,00000001	31.6	0.0	2.1	2	0	0	2	2	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0199	Ligase_CoA	PF00549.22	5.2e-22	74.3	0.2	7.6e-22	73.7	0.2	1.2	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0842	Ligase_CoA	PF00549.22	4.6e-18	61.4	0.6	8.2e-18	60.6	0.6	1.4	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0011	Lip_A_acyltrans	PF03279.16	6.7e-108	356.2	0.0	1E-107	355.6	0.0	1.3	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0544	LNT_N	PF20154.2	1.1e-08	31.4	29.7	1.1e-08	31.4	29.7	2.3	2	1	0	2	2	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0598	Lon_C	PF05362.16	5E-78	257.2	0.0	1.4e-77	255.8	0.0	1.8	1	0	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0296	Lon_C	PF05362.16	2.5e-06	23.1	0.1	1.3e-05	20.7	0.0	2.0	2	0	0	2	2	0	0	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0598	LON_substr_bdg	PF02190.19	6.3e-30	100.5	0.4	1.6e-29	99.1	0.4	1.8	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0555	LptE	PF04390.15	4.3e-12	42.6	0.0	5E-12	42.4	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0871	LptF_LptG	PF03739.17	6.2e-46	152.8	11.7	7E-46	152.6	11.7	1.0	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0870	LptF_LptG	PF03739.17	2.8e-14	48.7	25.2	5.5e-13	44.4	25.2	2.0	1	1	0	1	1	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0422	LpxB	PF02684.18	3.2e-154	509.2	0.0	3.8e-154	509.0	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0550	LpxC	PF03331.16	8.4e-90	296.8	0.0	9.6e-90	296.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0242	LpxD	PF04613.17	8.7e-17	56.7	0.0	1.5e-16	55.9	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0538	LpxK	PF02606.17	2.7e-70	233.0	0.0	3.5e-70	232.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0390	LtuA	PF17446.5	1.6e-38	127.0	5.4	1.7e-38	126.9	5.4	1.0	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0080	LtuB	PF17455.5	2.2e-58	190.7	2.9	2.8e-58	190.4	2.9	1.1	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0408	Lum_binding	PF00677.20	1.3e-37	123.7	0.0	1.5e-21	72.1	0.0	2.1	2	0	0	2	2	2	2	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0874	Lyase_1	PF00206.23	1.8e-101	335.6	0.0	2.1e-101	335.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0775	LysM	PF01476.23	6.4e-29	95.8	0.0	2.7e-14	49.0	0.0	2.3	2	0	0	2	2	2	2	-
GCF_001213045.1_5082_8_5_genomic_CDS_0841	LysM	PF01476.23	3E-14	48.8	0.1	9.1e-14	47.3	0.1	1.9	2	0	0	2	2	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0882	LYTB	PF02401.21	4.6e-87	287.5	0.1	5.2e-87	287.4	0.1	1.0	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0842	M16C_assoc	PF08367.14	4.3e-50	166.1	0.0	6.1e-50	165.6	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0151	MACPF	PF01823.22	1.9e-41	138.4	0.5	1.9e-41	138.4	0.5	1.6	2	0	0	2	2	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0353	Maf	PF02545.17	1.7e-47	157.5	0.0	1.9e-47	157.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0219	MafB19-deam	PF14437.9	5.3e-32	106.4	0.0	6.5e-32	106.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0228	MarC	PF01914.20	2.5e-61	202.5	12.6	2.8e-61	202.4	12.6	1.0	1	0	0	1	1	1	1	-
GCF_006508185.1_ASM650818v1_genomic_CDS_0229	MarC	PF01914.20	1.6e-12	43.2	8.8	1.9e-12	42.9	8.8	1.1	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0254	MazG	PF03819.20	1.7e-21	72.1	0.4	2.5e-21	71.6	0.4	1.2	1	0	0	1	1	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0713	MCM	PF00493.26	4.8e-08	28.3	0.2	8.3e-08	27.5	0.2	1.3	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0777	Metallophos	PF00149.31	3.7e-17	59.4	0.0	5E-17	59.0	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0600	Metallophos	PF00149.31	3.8e-16	56.1	0.2	5E-16	55.7	0.2	1.2	1	0	0	1	1	1	1	-
